Gene A,Gene B
RPS6KB1,MYLK2
RPS6KB1,DCLK1
RPS6KB1,TSSK3
RPS6KB1,GNA13
RPS6KB1,PPP2R2A
RPS6KB1,TRIB1
RPS6KB1,TRIO
RPS6KB1,EIF3K
RPS6KB1,BAX
RPS6KB1,MAP4
RPS6KB1,RHEBL1
RPS6KB1,RPS6KA6
RPS6KB1,CLK2
RPS6KB1,CDC42BPB
RPS6KB1,PEBP1
RPS6KB1,PAK5
RPS6KB1,PSMC4
RPS6KB1,HRAS
RPS6KB1,CCNB1
RPS6KB1,EIF4G1
RPS6KB1,PAK1
RPS6KB1,STK38L
RPS6KB1,UHMK1
RPS6KB1,PDK1
RPS6KB1,CAB39
RPS6KB1,CCND2
RPS6KB1,RPS6
RPS6KB1,UPF3B
RPS6KB1,ROCK1
RPS6KB1,OGT
RPS6KB1,PPP1CA
RPS6KB1,PPP2R1A
RPS6KB1,STRADB
RPS6KB1,CDK4
RPS6KB1,DYRK1B
RPS6KB1,HIPK3
RPS6KB1,ABI2
RPS6KB1,RNF7
RPS6KB1,STK24
RPS6KB1,AAMP
RPS6KB1,CDKL2
RPS6KB1,ETF1
RPS6KB1,CCNA2
RPS6KB1,MUSK
RPS6KB1,MAK
RPS6KB1,MARK4
RPS6KB1,CHEK1
RPS6KB1,MAP2K5
RPS6KB1,EIF4B
RPS6KB1,DEPTOR
RPS6KB1,LATS2
RPS6KB1,TCP1
RPS6KB1,NUAK2
RPS6KB1,CCND3
RPS6KB1,CDK13
RPS6KB1,SGK3
RPS6KB1,MAP3K4
RPS6KB1,FKBP1A
RPS6KB1,DYRK2
RPS6KB1,DAPK3
RPS6KB1,PPP2R1B
RPS6KB1,PAWR
RPS6KB1,CDKN3
RPS6KB1,EIF4G2
RPS6KB1,RHEB
RPS6KB1,EIF3B
RPS6KB1,CDKN2C
RPS6KB1,PAK6
RPS6KB1,PBK
RPS6KB1,EIF3A
RPS6KB1,ACVR2B
RPS6KB1,CARHSP1
RPS6KB1,EIF3F
RPS6KB1,EIF3J
RPS6KB1,CCT2
RPS6KB1,SBK1
RPS6KB1,BOLL
RPS6KB1,GRK4
RPS6KB1,MAP2K6
RPS6KB1,MAPKAPK2
RPS6KB1,EIF3I
RPS6KB1,PAK2
RPS6KB1,TRAF4
RPS6KB1,PAK3
RPS6KB1,DAPK2
RPS6KB1,TSSK1B
RPS6KB1,MLST8
RPS6KB1,TAOK2
RPS6KB1,AKT3
RPS6KB1,PRKAR1A
RPS6KB1,NPRL2
RPS6KB1,NUAK1
RPS6KB1,EIF3E
RPS6KB1,PRG2
RPS6KB1,BMPR2
RPS6KB1,MKNK2
RPS6KB1,ACVR1C
RPS6KB1,STRADA
RPS6KB1,BRAF
RPS6KB1,SLC9A3R2
RPS6KB1,RRAGD
RPS6KB1,EIF4A3
RPS6KB1,EIF3H
RPS6KB1,RPS6KB2
RPS6KB1,CLK1
RPS6KB1,CCNG1
RPS6KB1,CAMKK2
RPS6KB1,RPTOR
RPS6KB1,ARAF
RPS6KB1,TESK2
RPS6KB1,MKNK1
RPS6KB1,PARD3
RPS6KB1,CAMKK1
RPS6KB1,GNAO1
RPS6KB1,STK32B
RPS6KB1,SRSF2
RPS6KB1,NCBP1
RPS6KB1,SGK1
RPS6KB1,DAZL
RPS6KB1,GRK1
RPS6KB1,LIMK1
RPS6KB1,CCT6A
RPS6KB1,LMCD1
RPS6KB1,RICTOR
RPS6KB1,PHKG1
RPS6KB1,FMR1
RPS6KB1,CDK7
RPS6KB1,CYFIP1
RPS6KB1,MAPK15
RPS6KB1,NRAS
RPS6KB1,ITGA6
RPS6KB1,PPP2CB
RPS6KB1,RPL5
RPS6KB1,STAU1
RPS6KB1,PXK
RPS6KB1,ACVR2A
RPS6KB1,RRAGB
RPS6KB1,STMN2
RPS6KB1,PRKCG
RPS6KB1,APPL1
RPS6KB1,CDC42BPA
RPS6KB1,CDKN2A
RPS6KB1,DUSP3
RPS6KB1,EIF3M
RPS6KB1,TSSK6
RPS6KB1,RPS6KB1
RPS6KB1,GRK5
RPS6KB1,PPP2R2C
RPS6KB1,UBQLN1
RPS6KB1,BUB1B
RPS6KB1,HIPK1
RPS6KB1,KRT10
RPS6KB1,PPP2R5C
RPS6KB1,PPP2R5E
RPS6KB1,MAP4K4
RPS6KB1,STK4
RPS6KB1,TAOK3
RPS6KB1,YWHAB
RPS6KB1,AKT1S1
RPS6KB1,TSSK4
RPS6KB1,CHEK2
RPS6KB1,TRIB2
RPS6KB1,PKN2
RPS6KB1,COASY
RPS6KB1,MAP4K5
RPS6KB1,EIF2AK4
RPS6KB1,NRK
RPS6KB1,BTF3
RPS6KB1,ACVR1B
RPS6KB1,EEF2
RPS6KB1,CAMK1
RPS6KB1,BLVRA
RPS6KB1,GRK2
RPS6KB1,PRKCB
RPS6KB1,NEK6
RPS6KB1,MARK2
RPS6KB1,NCBP2
RPS6KB1,RHOU
RPS6KB1,ATM
RPS6KB1,MAP2K4
RPS6KB1,GRAMD1A
RPS6KB1,DDIT4L
RPS6KB1,KRAS
RPS6KB1,DMPK
RPS6KB1,STK25
RPS6KB1,YWHAQ
RPS6KB1,PSMD10
RPS6KB1,AURKB
RPS6KB1,CCNE1
RPS6KB1,LATS1
RPS6KB1,PRKACB
RPS6KB1,RRAGC
RPS6KB1,PAK4
TRAF4,TNFRSF6B
ITK,TNFRSF6B
TNFRSF6B,SIAH1
TNFRSF6B,TNFSF13
TNFRSF6B,TRAF5
TNFRSF6B,FASLG
TNFRSF6B,PSTPIP1
TNFRSF6B,TNFSF14
TNFRSF6B,LTBR
TNFRSF6B,TNFSF15
