Interactor A Gene Symbol,Interactor B Gene Symbol,Interactor A Uniprot AC,Interactor B Uniprot AC,Database,,,,
GPR35,CNR2,Q9HC97,P34972,IID,,,,
GPR35,HLA-A,Q9HC97,P01891,IID,,,,
GPR35,OR5K4,Q9HC97,A6NMS3,IID,,,,
GPR35,GPR55,Q9HC97,Q9Y2T6,IID,,,,
GPR35,WNT6,Q9HC97,Q9Y6F9,IID,,,,
GPR35,OR10T2,Q9HC97,Q8NGX3,IID,,,,
GPR35,GPR18,Q9HC97,Q14330,IID,,,,
GPR35,SELENOK,Q9HC97,Q9Y6D0,IID,,,,
GPR35,OR51S1,Q9HC97,Q8NGJ8,IID,,,,
GPR35,OR52N2,Q9HC97,Q8NGI0,IID,,,,
GPR35,BRS3,Q9HC97,P32247,IID,,,,
GPR35,KTI12,Q9HC97,Q96EK9,IID,,,,
GPR35,NPY4R,Q9HC97,P50391,IID,,,,
GPR35,OR11A1,Q9HC97,Q9GZK7,IID,,,,
GPR35,OR2M7,Q9HC97,Q8NG81,IID,,,,
GPR35,BDKRB2,Q9HC97,P30411,IID,,,,
GPR35,OR6C1,Q9HC97,Q96RD1,IID,,,,
GPR35,GPER1,Q9HC97,Q99527,IID,,,,
GPR35,SSTR5,Q9HC97,P35346,IID,,,,
GPR35,GPR27,Q9HC97,Q9NS67,IID,,,,
GPR35,RHO,Q9HC97,P08100,IID,,,,
GPR35,OR51G2,Q9HC97,Q8NGK0,IID,,,,
GPR35,CAPN10,Q9HC97,Q9HC96,IID,,,,
GPR35,OR10A7,Q9HC97,Q8NGE5,IID,,,,
GPR35,OR2D2,Q9HC97,Q9H210,IID,,,,
GPR35,OR5D13,Q9HC97,Q8NGL4,IID,,,,
GPR35,OR10H5,Q9HC97,Q8NGA6,IID,,,,
GPR35,ZDHHC3,Q9HC97,Q9NYG2,IID,,,,
GPR35,OR13C4,Q9HC97,Q8NGS5,IID,,,,
GPR35,OR4K2,Q9HC97,Q8NGD2,IID,,,,
GPR35,OR9G1,Q9HC97,Q8NH87,IID,,,,
GPR35,OR5D16,Q9HC97,Q8NGK9,IID,,,,
GPR35,OR7C1,Q9HC97,O76099,IID,,,,
GPR35,OR6K6,Q9HC97,Q8NGW6,IID,,,,
GPR35,S1PR2,Q9HC97,O95136,IID,,,,
GPR35,OR52A5,Q9HC97,Q9H2C5,IID,,,,
GPR35,GPR146,Q9HC97,Q96CH1,IID,,,,
GPR35,OR8B3,Q9HC97,Q8NGG8,IID,,,,
GPR35,OR5C1,Q9HC97,Q8NGR4,IID,,,,
IFIH1,PIAS2,Q9BYX4,O75928,IID,,,,
IFIH1,TRIM13,Q9BYX4,O60858,IID,,,,
IFIH1,DDX3X,Q9BYX4,O00571,IID,,,,
IFIH1,APP,Q9BYX4,P05067,IID,,,,
IFIH1,XAF1,Q9BYX4,Q6GPH4,IID,,,,
IFIH1,TRAF3,Q9BYX4,Q13114,IID,,,,
IFIH1,MAVS,Q9BYX4,Q7Z434,IID,,,,
IFIH1,RSAD2,Q9BYX4,Q8WXG1,IID,,,,
IFIH1,C1QBP,Q9BYX4,Q07021,IID,,,,
IFIH1,TBK1,Q9BYX4,Q9UHD2,IID,,,,
IFIH1,GOT2,Q9BYX4,P00505,IID,,,,
IFIH1,G3BP1,Q9BYX4,Q13283,IID,,,,
IFIH1,NMI,Q9BYX4,Q13287,IID,,,,
IFIH1,IFI44L,Q9BYX4,Q53G44,IID,,,,
IFIH1,MFN1,Q9BYX4,Q8IWA4,IID,,,,
IFIH1,CXCL10,Q9BYX4,P02778,IID,,,,
IFIH1,HPRT1,Q9BYX4,P00492,IID,,,,
IFIH1,HSPE1,Q9BYX4,P61604,IID,,,,
IFIH1,PCBP2,Q9BYX4,Q15366,IID,,,,
IFIH1,NLRC5,Q9BYX4,Q86WI3,IID,,,,
IFIH1,PSMA7,Q9BYX4,O14818,IID,,,,
IFIH1,ISG15,Q9BYX4,P05161,IID,,,,
IFIH1,IRF3,Q9BYX4,Q14653,IID,,,,
IFIH1,OTUD5,Q9BYX4,Q96G74,IID,,,,
IFIH1,TECPR1,Q9BYX4,Q7Z6L1,IID,,,,
IFIH1,IFI27,Q9BYX4,P40305,IID,,,,
IFIH1,TRAF6,Q9BYX4,Q9Y4K3,IID,,,,
IFIH1,STAT1,Q9BYX4,P42224,IID,,,,
IFIH1,WDFY3,Q9BYX4,Q8IZQ1,IID,,,,
IFIH1,MPZL1,Q9BYX4,O95297,IID,,,,
IFIH1,IFIH1,Q9BYX4,Q9BYX4,IID,,,,
IFIH1,HLA-F,Q9BYX4,P30511,IID,,,,
IFIH1,MX1,Q9BYX4,P20591,IID,,,,
IFIH1,HNRNPUL1,Q9BYX4,Q9BUJ2,IID,,,,
IFIH1,IFI44,Q9BYX4,Q8TCB0,IID,,,,
IFIH1,TAGLN2,Q9BYX4,P37802,IID,,,,
IFIH1,YWHAE,Q9BYX4,P62258,IID,,,,
IFIH1,CC2D1A,Q9BYX4,Q6P1N0,IID,,,,
IFIH1,ATG3,Q9BYX4,Q9NT62,IID,,,,
IFIH1,ATG10,Q9BYX4,Q9H0Y0,IID,,,,
IFIH1,DDX58,Q9BYX4,O95786,IID,,,,
IFIH1,DHX58,Q9BYX4,Q96C10,IID,,,,
IFIH1,PSMA3,Q9BYX4,P25788,IID,,,,
IFIH1,NAP1L1,Q9BYX4,P55209,IID,,,,
IFIH1,AZI2,Q9BYX4,Q9H6S1,IID,,,,
IFIH1,CYLD,Q9BYX4,Q9NQC7,IID,,,,
IFIH1,PPP1CA,Q9BYX4,P62136,IID,,,,
IFIH1,PPP1R3A,Q9BYX4,Q16821,IID,,,,
IFIH1,RIOK3,Q9BYX4,O14730,IID,,,,
IFIH1,UBA52,Q9BYX4,P62987,IID,,,,
IFIH1,RPS16,Q9BYX4,P62249,IID,,,,
IFIH1,IKBKE,Q9BYX4,Q14164,IID,,,,
IFIH1,ATG12,Q9BYX4,O94817,IID,,,,
IFIH1,RNF125,Q9BYX4,Q96EQ8,IID,,,,
IFIH1,USP18,Q9BYX4,Q9UMW8,IID,,,,
IFIH1,ATG16L2,Q9BYX4,Q8NAA4,IID,,,,
IFIH1,TKFC,Q9BYX4,Q3LXA3,IID,,,,
IFIH1,FADD,Q9BYX4,Q13158,IID,,,,
IFIH1,USP21,Q9BYX4,Q9UK80,IID,,,,
IFIH1,DDX60,Q9BYX4,Q8IY21,IID,,,,
IFIH1,TRAF2,Q9BYX4,Q12933,IID,,,,
IFIH1,ATG7,Q9BYX4,O95352,IID,,,,
IFIH1,TSPAN6,Q9BYX4,O43657,IID,,,,
IFIH1,PPIP5K1,Q9BYX4,Q6PFW1,IID,,,,
IFIH1,IDE,Q9BYX4,P14735,IID,,,,
IFIH1,IFIT1,Q9BYX4,P09914,IID,,,,
IFIH1,IFI35,Q9BYX4,P80217,IID,,,,
IFIH1,IFIT3,Q9BYX4,O14879,IID,,,,
IFIH1,MFN2,Q9BYX4,O95140,IID,,,,
IFIH1,IMPDH2,Q9BYX4,P12268,IID,,,,
IFIH1,HERC5,Q9BYX4,Q9UII4,IID,,,,
IFIH1,ATG16L1,Q9BYX4,Q676U5,IID,,,,
IFIH1,UBE2L6,Q9BYX4,O14933,IID,,,,
IFIH1,PCBP1,Q9BYX4,Q15365,IID,,,,
IFIH1,EEF1B2,Q9BYX4,P24534,IID,,,,
IFIH1,USP3,Q9BYX4,Q9Y6I4,IID,,,,
IFIH1,ATG5,Q9BYX4,Q9H1Y0,IID,,,,
IL23R,IL23R,Q5VWK5,Q5VWK5,IID,,,,
IL23R,GOSR2,Q5VWK5,O14653,IID,,,,
IL23R,GOSR1,Q5VWK5,O95249,IID,,,,
IL23R,IL12RB1,Q5VWK5,P42701,IID,,,,
IL23R,COG7,Q5VWK5,P83436,IID,,,,
IL23R,CCL2,Q5VWK5,P13500,IID,,,,
IL23R,C1D,Q5VWK5,Q13901,IID,,,,
IL23R,COG3,Q5VWK5,Q96JB2,IID,,,,
IL23R,GOLIM4,Q5VWK5,O00461,IID,,,,
IL23R,IL23A,Q5VWK5,Q9NPF7,IID,,,,
IL23R,IL24,Q5VWK5,Q13007,IID,,,,
IL23R,LHFPL6,Q5VWK5,Q9Y693,IID,,,,
IL23R,JAK2,Q5VWK5,O60674,IID,,,,
IL23R,PDF,Q5VWK5,Q9HBH1,IID,,,,
IL23R,CXCL9,Q5VWK5,Q07325,IID,,,,
IL23R,STAT3,Q5VWK5,P40763,IID,,,,
IL23R,IL12B,Q5VWK5,P29460,IID,,,,
IL23R,COG5,Q5VWK5,Q9UP83,IID,,,,
IL23R,IL12A,Q5VWK5,P29459,IID,,,,
IL23R,COG2,Q5VWK5,Q14746,IID,,,,
IL23R,BET1L,Q5VWK5,Q9NYM9,IID,,,,
IL23R,IL19,Q5VWK5,Q9UHD0,IID,,,,
IL23R,GOLPH3,Q5VWK5,Q9H4A6,IID,,,,
IL23R,ITGA3,Q5VWK5,P26006,IID,,,,
IL23R,NFKBIA,Q5VWK5,P25963,IID,,,,
IL23R,COG1,Q5VWK5,Q8WTW3,IID,,,,
IL27,IL27RA,Q8NEV9,Q6UWB1,IID,,,,
IL27,IL2,Q8NEV9,P60568,IID,,,,
IL27,IL10,Q8NEV9,P22301,IID,,,,
IL27,STAT4,Q8NEV9,Q14765,IID,,,,
IL27,TLR1,Q8NEV9,Q15399,IID,,,,
IL27,IRF4,Q8NEV9,Q15306,IID,,,,
IL27,CD4,Q8NEV9,P01730,IID,,,,
IL27,IRF8,Q8NEV9,Q02556,IID,,,,
IL27,APOBEC3F,Q8NEV9,Q8IUX4,IID,,,,
IL27,INHA,Q8NEV9,P05111,IID,,,,
IL27,SATB1,Q8NEV9,Q01826,IID,,,,
IL27,ICOSLG,Q8NEV9,O75144,IID,,,,
IL27,CD28,Q8NEV9,P10747,IID,,,,
IL27,TLR6,Q8NEV9,Q9Y2C9,IID,,,,
IL27,WWP1,Q8NEV9,Q9H0M0,IID,,,,
IL27,IL6ST,Q8NEV9,P40189,IID,,,,
IL27,IRF1,Q8NEV9,P10914,IID,,,,
IL27,JAG2,Q8NEV9,Q9Y219,IID,,,,
IL27,TLR7,Q8NEV9,Q9NYK1,IID,,,,
IL27,EBI3,Q8NEV9,Q14213,IID,,,,
IL27,CD2,Q8NEV9,P06729,IID,,,,
IL27,IL12B,Q8NEV9,P29460,IID,,,,
IL27,SOCS5,Q8NEV9,O75159,IID,,,,
IL27,ARPP19,Q8NEV9,P56211,IID,,,,
IL27,TRGV9,Q8NEV9,Q99603,IID,,,,
IL27,TLR4,Q8NEV9,O00206,IID,,,,
IL27,TLR3,Q8NEV9,O15455,IID,,,,
IL27,SIGIRR,Q8NEV9,Q6IA17,IID,,,,
IL27,IL4R,Q8NEV9,P24394,IID,,,,
IL27,IFNB1,Q8NEV9,P01574,IID,,,,
IL27,STAT5A,Q8NEV9,P42229,IID,,,,
IL27,ITGAL,Q8NEV9,P20701,IID,,,,
IL27,STAT2,Q8NEV9,P52630,IID,,,,
IL27,JAK2,Q8NEV9,O60674,IID,,,,
IL27,REL,Q8NEV9,Q04864,IID,,,,
IL27,TLR8,Q8NEV9,Q9NR97,IID,,,,
IL27,INHBA,Q8NEV9,P08476,IID,,,,
IL27,CD40LG,Q8NEV9,P29965,IID,,,,
IL27,IL18,Q8NEV9,Q14116,IID,,,,
IL27,CD40,Q8NEV9,P25942,IID,,,,
IL27,CAMP,Q8NEV9,P49913,IID,,,,
IL2RA,RBM17,P01589,Q96I25,IID,,,,
IL2RA,PASK,P01589,Q96RG2,IID,,,,
IL2RA,DNAJA3,P01589,Q96EY1,IID,,,,
IL2RA,HMGA1,P01589,P17096,IID,,,,
IL2RA,SCGB1A1,P01589,P11684,IID,,,,
IL2RA,CBLC,P01589,Q9ULV8,IID,,,,
IL2RA,LCK,P01589,P06239,IID,,,,
IL2RA,KITLG,P01589,P21583,IID,,,,
IL2RA,SFRP1,P01589,Q8N474,IID,,,,
IL2RA,C4A,P01589,P0C0L4,IID,,,,
IL2RA,SOD1,P01589,P00441,IID,,,,
IL2RA,IL6,P01589,P05231,IID,,,,
IL2RA,STAT3,P01589,P40763,IID,,,,
IL2RA,CNTN2,P01589,Q02246,IID,,,,
IL2RA,SKIL,P01589,P12757,IID,,,,
IL2RA,TIMP1,P01589,P01033,IID,,,,
IL2RA,ITCH,P01589,Q96J02,IID,,,,
IL2RA,THBS1,P01589,P07996,IID,,,,
IL2RA,NFATC2,P01589,Q13469,IID,,,,
IL2RA,SOS1,P01589,Q07889,IID,,,,
IL2RA,CCL5,P01589,P13501,IID,,,,
IL2RA,CD86,P01589,P42081,IID,,,,
IL2RA,TGFBR2,P01589,P37173,IID,,,,
IL2RA,CBL,P01589,P22681,IID,,,,
IL2RA,C1QA,P01589,P02745,IID,,,,
IL2RA,ELANE,P01589,P08246,IID,,,,
IL2RA,ICOSLG,P01589,O75144,IID,,,,
IL2RA,FOXP3,P01589,Q9BZS1,IID,,,,
IL2RA,SFRP5,P01589,Q5T4F7,IID,,,,
IL2RA,C1QC,P01589,P02747,IID,,,,
IL2RA,IL12B,P01589,P29460,IID,,,,
IL2RA,ARF6,P01589,P62330,IID,,,,
IL2RA,NCK1,P01589,P16333,IID,,,,
IL2RA,IL2RG,P01589,P31785,IID,,,,
IL2RA,JAK2,P01589,O60674,IID,,,,
IL2RA,NMI,P01589,Q13287,IID,,,,
IL2RA,ATL2,P01589,Q8NHH9,IID,,,,
IL2RA,IL4,P01589,P05112,IID,,,,
IL2RA,C5,P01589,P01031,IID,,,,
IL2RA,CD2,P01589,P06729,IID,,,,
IL2RA,IL10,P01589,P22301,IID,,,,
IL2RA,IL2RB,P01589,P14784,IID,,,,
IL2RA,CD3E,P01589,P07766,IID,,,,
IL2RA,INS,P01589,P01308,IID,,,,
IL2RA,CD80,P01589,P33681,IID,,,,
IL2RA,IL13,P01589,P35225,IID,,,,
IL2RA,TIGIT,P01589,Q495A1,IID,,,,
IL2RA,KLK8,P01589,O60259,IID,,,,
IL2RA,LEP,P01589,P41159,IID,,,,
IL2RA,IL7R,P01589,P16871,IID,,,,
IL2RA,NFAM1,P01589,Q8NET5,IID,,,,
IL2RA,CTLA4,P01589,P16410,IID,,,,
IL2RA,C1QB,P01589,P02746,IID,,,,
IL2RA,IL21,P01589,Q9HBE4,IID,,,,
IL2RA,SHC1,P01589,P29353,IID,,,,
IL2RA,CD74,P01589,P04233,IID,,,,
IL2RA,IKZF1,P01589,Q13422,IID,,,,
IL2RA,CD4,P01589,P01730,IID,,,,
IL2RA,SYK,P01589,P43405,IID,,,,
IL2RA,PTPN2,P01589,P17706,IID,,,,
IL2RA,CCNA1,P01589,P78396,IID,,,,
IL2RA,MAPK9,P01589,P45984,IID,,,,
IL2RA,CR2,P01589,P20023,IID,,,,
IL2RA,ICOS,P01589,Q9Y6W8,IID,,,,
IL2RA,BNIP3L,P01589,O60238,IID,,,,
IL2RA,PTPN11,P01589,Q06124,IID,,,,
IL2RA,CADM1,P01589,Q9BY67,IID,,,,
IL2RA,BTLA,P01589,Q7Z6A9,IID,,,,
IL2RA,EBI3,P01589,Q14213,IID,,,,
IL2RA,RELA,P01589,Q04206,IID,,,,
IL2RA,FRZB,P01589,Q92765,IID,,,,
IL2RA,STAP2,P01589,Q9UGK3,IID,,,,
IL2RA,FKBP2,P01589,P26885,IID,,,,
IL2RA,CD83,P01589,Q01151,IID,,,,
IL2RA,IL4R,P01589,P24394,IID,,,,
IL2RA,SNTA1,P01589,Q13424,IID,,,,
IL2RA,SOCS1,P01589,O15524,IID,,,,
IL2RA,IL20RB,P01589,Q6UXL0,IID,,,,
IL2RA,CD69,P01589,Q07108,IID,,,,
IL2RA,IL15,P01589,P40933,IID,,,,
IL2RA,VSIG4,P01589,Q9Y279,IID,,,,
IL2RA,PTK2B,P01589,Q14289,IID,,,,
IL2RA,SLC35B2,P01589,Q8TB61,IID,,,,
IL2RA,SATB1,P01589,Q01826,IID,,,,
IL2RA,PTPRF,P01589,P10586,IID,,,,
IL2RA,JAG2,P01589,Q9Y219,IID,,,,
IL2RA,TNFRSF1B,P01589,P20333,IID,,,,
IL2RA,CBLB,P01589,Q13191,IID,,,,
IL2RA,HGS,P01589,O14964,IID,,,,
IL2RA,FCER1A,P01589,P12319,IID,,,,
IL2RA,ROBO1,P01589,Q9Y6N7,IID,,,,
IL2RA,CXCL12,P01589,P48061,IID,,,,
IL2RA,MICB,P01589,Q29980,IID,,,,
IL2RA,NFKB1,P01589,P19838,IID,,,,
IL2RA,PTPN6,P01589,P29350,IID,,,,
IL2RA,SCRT1,P01589,Q9BWW7,IID,,,,
IL2RA,ICAM1,P01589,P05362,IID,,,,
IL2RA,CREBBP,P01589,Q92793,IID,,,,
IL2RA,JAK3,P01589,P52333,IID,,,,
IL2RA,CISH,P01589,Q9NSE2,IID,,,,
IL2RA,C3,P01589,P01024,IID,,,,
IL2RA,STAT5B,P01589,P51692,IID,,,,
IL2RA,IL7,P01589,P13232,IID,,,,
IL2RA,JAK1,P01589,P23458,IID,,,,
IL2RA,SLC6A7,P01589,Q99884,IID,,,,
IL2RA,IL2RA,P01589,P01589,IID,,,,
IL2RA,CD28,P01589,P10747,IID,,,,
IL2RA,SMAD3,P01589,P84022,IID,,,,
IL2RA,MAPK11,P01589,Q15759,IID,,,,
IL2RA,STAT5A,P01589,P42229,IID,,,,
IL2RA,IL2,P01589,P60568,IID,,,,
KEAP1,POU3F2,Q14145,P20265,IID,,,,
KEAP1,TUBB,Q14145,P07437,IID,,,,
KEAP1,DVL1,Q14145,O14640,IID,,,,
KEAP1,AK4,Q14145,P27144,IID,,,,
KEAP1,RAD51,Q14145,Q06609,IID,,,,
KEAP1,EGFR,Q14145,P00533,IID,,,,
KEAP1,VHL,Q14145,P40337,IID,,,,
KEAP1,WDFY3,Q14145,Q8IZQ1,IID,,,,
KEAP1,GET4,Q14145,Q7L5D6,IID,,,,
KEAP1,GSPT2,Q14145,Q8IYD1,IID,,,,
KEAP1,NFE2L2,Q14145,Q16236,IID,,,,
KEAP1,BOD1L1,Q14145,Q8NFC6,IID,,,,
KEAP1,PDCD6IP,Q14145,Q8WUM4,IID,,,,
KEAP1,NIPSNAP2,Q14145,O75323,IID,,,,
KEAP1,BBS1,Q14145,Q8NFJ9,IID,,,,
KEAP1,MCM3,Q14145,P25205,IID,,,,
KEAP1,STBD1,Q14145,O95210,IID,,,,
KEAP1,TRADD,Q14145,Q15628,IID,,,,
KEAP1,DNAAF4,Q14145,Q8WXU2,IID,,,,
KEAP1,UBC,Q14145,P0CG48,IID,,,,
KEAP1,PPP1R13L,Q14145,Q8WUF5,IID,,,,
KEAP1,XPO1,Q14145,O14980,IID,,,,
KEAP1,SLK,Q14145,Q9H2G2,IID,,,,
KEAP1,FAF1,Q14145,Q9UNN5,IID,,,,
KEAP1,PABPC1,Q14145,P11940,IID,,,,
KEAP1,PIDD1,Q14145,Q9HB75,IID,,,,
KEAP1,GLRX5,Q14145,Q86SX6,IID,,,,
KEAP1,TBC1D2B,Q14145,Q9UPU7,IID,,,,
KEAP1,WDR83,Q14145,Q9BRX9,IID,,,,
KEAP1,AMER1,Q14145,Q5JTC6,IID,,,,
KEAP1,MAD2L1,Q14145,Q13257,IID,,,,
KEAP1,HSP90AB1,Q14145,P08238,IID,,,,
KEAP1,KLHL2,Q14145,O95198,IID,,,,
KEAP1,SQSTM1,Q14145,Q13501,IID,,,,
KEAP1,CEP135,Q14145,Q66GS9,IID,,,,
KEAP1,AXIN1,Q14145,O15169,IID,,,,
KEAP1,GABPA,Q14145,Q06546,IID,,,,
KEAP1,GYPA,Q14145,P02724,IID,,,,
KEAP1,NEIL2,Q14145,Q969S2,IID,,,,
KEAP1,IPO11,Q14145,Q9UI26,IID,,,,
KEAP1,ZBTB7B,Q14145,O15156,IID,,,,
KEAP1,PFAS,Q14145,O15067,IID,,,,
KEAP1,BTRC,Q14145,Q9Y297,IID,,,,
KEAP1,PRKCE,Q14145,Q02156,IID,,,,
KEAP1,USP4,Q14145,Q13107,IID,,,,
KEAP1,CDH5,Q14145,P33151,IID,,,,
KEAP1,HSP90AA1,Q14145,P07900,IID,,,,
KEAP1,RECK,Q14145,O95980,IID,,,,
KEAP1,FST,Q14145,P19883,IID,,,,
KEAP1,SOCS3,Q14145,O14543,IID,,,,
KEAP1,PXMP2,Q14145,Q9NR77,IID,,,,
KEAP1,SMO,Q14145,Q99835,IID,,,,
KEAP1,UBE2A,Q14145,P49459,IID,,,,
KEAP1,ENC1,Q14145,O14682,IID,,,,
KEAP1,WDR1,Q14145,O75083,IID,,,,
KEAP1,BAG3,Q14145,O95817,IID,,,,
KEAP1,LSM3,Q14145,P62310,IID,,,,
KEAP1,LAMC1,Q14145,P11047,IID,,,,
KEAP1,GAR1,Q14145,Q9NY12,IID,,,,
KEAP1,CCNB1IP1,Q14145,Q9NPC3,IID,,,,
KEAP1,RBM45,Q14145,Q8IUH3,IID,,,,
KEAP1,ZBTB16,Q14145,Q05516,IID,,,,
KEAP1,NGFR,Q14145,P08138,IID,,,,
KEAP1,NLE1,Q14145,Q9NVX2,IID,,,,
KEAP1,FAM129B,Q14145,Q96TA1,IID,,,,
KEAP1,ETF1,Q14145,P62495,IID,,,,
KEAP1,RAD23A,Q14145,P54725,IID,,,,
KEAP1,DDIT3,Q14145,P35638,IID,,,,
KEAP1,SLX4,Q14145,Q8IY92,IID,,,,
KEAP1,USP15,Q14145,Q9Y4E8,IID,,,,
KEAP1,CUL3,Q14145,Q13618,IID,,,,
KEAP1,ZRANB1,Q14145,Q9UGI0,IID,,,,
KEAP1,KBTBD6,Q14145,Q86V97,IID,,,,
KEAP1,RARA,Q14145,P10276,IID,,,,
KEAP1,MAP1LC3A,Q14145,Q9H492,IID,,,,
KEAP1,NEK9,Q14145,Q8TD19,IID,,,,
KEAP1,CLU,Q14145,P10909,IID,,,,
KEAP1,GSPT1,Q14145,P15170,IID,,,,
KEAP1,APBA3,Q14145,O96018,IID,,,,
KEAP1,BCL2,Q14145,P10415,IID,,,,
KEAP1,NKD1,Q14145,Q969G9,IID,,,,
KEAP1,BPTF,Q14145,Q12830,IID,,,,
KEAP1,MAP1LC3B,Q14145,Q9GZQ8,IID,,,,
KEAP1,SUGT1,Q14145,Q9Y2Z0,IID,,,,
KEAP1,MLST8,Q14145,Q9BVC4,IID,,,,
KEAP1,GABARAPL2,Q14145,P60520,IID,,,,
KEAP1,FAM46A,Q14145,#N/A,IID,,,,
KEAP1,HADHB,Q14145,P55084,IID,,,,
KEAP1,FKBPL,Q14145,Q9UIM3,IID,,,,
KEAP1,NAB2,Q14145,Q15742,IID,,,,
KEAP1,PRKAG1,Q14145,P54619,IID,,,,
KEAP1,ELOB,Q14145,Q15370,IID,,,,
KEAP1,MAZ,Q14145,P56270,IID,,,,
KEAP1,IKBKB,Q14145,O14920,IID,,,,
KEAP1,NFE2L1,Q14145,Q14494,IID,,,,
KEAP1,RBX1,Q14145,P62877,IID,,,,
KEAP1,PGAM5,Q14145,Q96HS1,IID,,,,
KEAP1,ZBTB7A,Q14145,O95365,IID,,,,
KEAP1,POLR2F,Q14145,P61218,IID,,,,
KEAP1,P3H3,Q14145,Q8IVL6,IID,,,,
KEAP1,NBR1,Q14145,Q14596,IID,,,,
KEAP1,TSC22D4,Q14145,Q9Y3Q8,IID,,,,
KEAP1,CASP8,Q14145,Q14790,IID,,,,
KEAP1,TP53INP2,Q14145,Q8IXH6,IID,,,,
KEAP1,SOCS4,Q14145,Q8WXH5,IID,,,,
KEAP1,PRKCI,Q14145,P41743,IID,,,,
KEAP1,CACYBP,Q14145,Q9HB71,IID,,,,
KEAP1,SASS6,Q14145,Q6UVJ0,IID,,,,
KEAP1,NOTCH1,Q14145,P46531,IID,,,,
KEAP1,C3,Q14145,P01024,IID,,,,
KEAP1,MAFF,Q14145,Q9ULX9,IID,,,,
KEAP1,PAQR3,Q14145,Q6TCH7,IID,,,,
KEAP1,TMEM160,Q14145,Q9NX00,IID,,,,
KEAP1,TCEAL1,Q14145,Q15170,IID,,,,
KEAP1,GABARAP,Q14145,O95166,IID,,,,
KEAP1,CDK13,Q14145,Q14004,IID,,,,
KEAP1,MYO7A,Q14145,Q13402,IID,,,,
KEAP1,GPRASP2,Q14145,Q96D09,IID,,,,
KEAP1,ULK1,Q14145,O75385,IID,,,,
KEAP1,TNFRSF10A,Q14145,O00220,IID,,,,
KEAP1,NEU2,Q14145,Q9Y3R4,IID,,,,
KEAP1,CAND1,Q14145,Q86VP6,IID,,,,
KEAP1,CUL2,Q14145,Q13617,IID,,,,
KEAP1,AXIN2,Q14145,Q9Y2T1,IID,,,,
KEAP1,FANCD2,Q14145,Q9BXW9,IID,,,,
KEAP1,CDH1,Q14145,P12830,IID,,,,
KEAP1,HOXA7,Q14145,P31268,IID,,,,
KEAP1,CAT,Q14145,P04040,IID,,,,
KEAP1,COPG1,Q14145,Q9Y678,IID,,,,
KEAP1,KCTD5,Q14145,Q9NXV2,IID,,,,
KEAP1,FERMT3,Q14145,Q86UX7,IID,,,,
KEAP1,AMOT,Q14145,Q4VCS5,IID,,,,
KEAP1,NCOA7,Q14145,Q8NI08,IID,,,,
KEAP1,VWA8,Q14145,A3KMH1,IID,,,,
KEAP1,ZSCAN32,Q14145,Q9NX65,IID,,,,
KEAP1,MAFK,Q14145,O60675,IID,,,,
KEAP1,MYH7,Q14145,P12883,IID,,,,
KEAP1,NUDCD3,Q14145,Q8IVD9,IID,,,,
KEAP1,APP,Q14145,P05067,IID,,,,
KEAP1,POU3F1,Q14145,Q03052,IID,,,,
KEAP1,DVL2,Q14145,O14641,IID,,,,
KEAP1,ATG7,Q14145,O95352,IID,,,,
KEAP1,TSC22D2,Q14145,O75157,IID,,,,
KEAP1,USP11,Q14145,P51784,IID,,,,
KEAP1,USP7,Q14145,Q93009,IID,,,,
KEAP1,BTBD7,Q14145,Q9P203,IID,,,,
KEAP1,PALB2,Q14145,Q86YC2,IID,,,,
KEAP1,PTMA,Q14145,P06454,IID,,,,
KEAP1,IPO5,Q14145,O00410,IID,,,,
KEAP1,FXR1,Q14145,P51114,IID,,,,
KEAP1,PARK7,Q14145,Q99497,IID,,,,
KEAP1,CTR9,Q14145,Q6PD62,IID,,,,
KEAP1,FAM117B,Q14145,Q6P1L5,IID,,,,
KEAP1,UBXN7,Q14145,O94888,IID,,,,
KEAP1,MAP1LC3C,Q14145,Q9BXW4,IID,,,,
KEAP1,RANBP9,Q14145,Q96S59,IID,,,,
KEAP1,CCNB1,Q14145,P14635,IID,,,,
KEAP1,ATG4B,Q14145,Q9Y4P1,IID,,,,
KEAP1,TUBA4A,Q14145,P68366,IID,,,,
KEAP1,SOCS2,Q14145,O14508,IID,,,,
KEAP1,NIPSNAP1,Q14145,Q9BPW8,IID,,,,
KEAP1,ARCN1,Q14145,P48444,IID,,,,
KEAP1,KHSRP,Q14145,Q92945,IID,,,,
KEAP1,ABCF1,Q14145,Q8NE71,IID,,,,
KEAP1,STK3,Q14145,Q13188,IID,,,,
KEAP1,NUDT4,Q14145,Q9NZJ9,IID,,,,
KEAP1,SYNE4,Q14145,Q8N205,IID,,,,
KEAP1,ATG2A,Q14145,Q2TAZ0,IID,,,,
KEAP1,SLCO6A1,Q14145,Q86UG4,IID,,,,
KEAP1,BRCA2,Q14145,P51587,IID,,,,
KEAP1,OXR1,Q14145,Q8N573,IID,,,,
KEAP1,IRF1,Q14145,P10914,IID,,,,
KEAP1,RBM42,Q14145,Q9BTD8,IID,,,,
KEAP1,MED4,Q14145,Q9NPJ6,IID,,,,
KEAP1,TRIM15,Q14145,Q9C019,IID,,,,
KEAP1,TERF1,Q14145,P54274,IID,,,,
KEAP1,SESN1,Q14145,Q9Y6P5,IID,,,,
